Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
2010-12-31,1240.7587574101049,1507038.6662243528,19602.264494172316,3682161.130519675,1230296.2904091477,2511915.0008575385,185150.90951205321,1967847.4166934544,41744526.35932088,930048.6843228772,27486.520411738504,3457371.8252360895,6469166.151314611,103164.06957065813,10601736.103619052,73027.07032280666,754706.4111800073,21927.267881929874,0.0,24518553.851934865,0.0,112408.9165000264,1892.531975075262,2928.4248536706755,23771.408753368905,5521318.155433328,0.0,508706.2551223292,542017.8738590762,1261958.1353472308,13397.843104393609,539922.2158790106,244314.1687693014,381719.746271202,5135943.802873798,12849171.23822368,0.0,0.0
2011-12-31,1383.3882206871792,1658869.7751964,22155.121835676626,3847862.075140701,1306912.178656957,2717899.146481259,185230.63973093044,2139699.2902337913,45198434.986698546,917702.2677829728,28714.285945600084,3589152.0355185317,6749032.652655701,106510.6345478734,11022413.138368301,82778.37155118828,842722.3361656208,19914.453436746542,0.0,26428412.13152786,0.0,118044.16749040845,2004.7709117943032,3076.5860139057627,27005.006575755273,6041623.990619842,0.0,517876.9300767802,511044.48719418637,1332702.731681403,14202.73632809618,591062.5245504174,273858.2757895564,382163.4592418757,5984577.182775184,14204827.97634983,0.0,0.0
2012-12-31,1369.7825311143004,1593624.5434137445,22123.16947823575,3710386.815322134,1346716.759704389,2638158.3899814435,184086.45179781198,2117730.8963676044,43539588.448447496,931106.4574647868,26901.1933089071,3636033.839220257,6908797.310876634,99302.37947337942,10808679.140057703,81832.89311173174,845982.5879312822,19785.752826989217,0.0,26248836.860194728,0.0,113247.21471558514,1924.8774571617007,2909.490888218917,26503.888727346028,6071544.788027034,0.0,505931.9941581191,521844.2041865828,1305481.034114431,14302.609414932685,597784.736327453,274841.68460277666,369051.00042566034,5745250.519552027,14131657.073013037,0.0,0.0
2013-12-31,1287.177198196497,1512020.91757708,20754.126130478595,3555895.6309719807,1301154.5370306394,2537376.545801286,187488.9358536521,1926476.2275879467,40839218.971141376,956713.3076477421,29329.463908105376,3591034.4926757016,6625026.336197188,110428.64908539897,10333489.762990281,75163.08689569704,772814.9676530695,20847.681148490192,0.0,24998839.14484907,0.0,115393.77786387797,1814.6777918895398,3059.810214467861,24997.962060206293,5796311.814360007,0.0,504195.5184289043,555200.1258968419,1259008.5233867657,13781.152693140255,558702.8890893584,256530.98746696292,401438.0161811417,5214670.447845958,13038403.857650915,0.0,0.0
2014-12-31,1264.946053076368,1517886.18801644,19702.258638473544,3700350.2467946857,1193439.336502985,2563302.2240637424,184306.20504370902,2011423.4595360046,42984111.663454466,913644.1163637253,27806.069318644328,3427957.084219596,6558754.205941687,105212.46985586038,10626291.491536908,72559.54359948443,757077.6312624733,20495.732680696146,0.0,24767764.141287837,0.0,118131.66195201674,1854.9108500769194,3013.604469991229,23940.00604964813,5465257.440843559,0.0,514640.33194406383,541096.9412242275,1319333.7961399208,13207.373150291412,540935.0472287483,248020.30901710986,383283.23134276405,5065431.237003607,12924856.703929318,0.0,0.0
2015-12-31,1356.0226299541614,1575471.3917218624,21437.03831035715,3783014.4741985477,1257851.1386935895,2636255.2544702427,184792.41271947895,2084811.6471199316,43923427.24609924,937193.4981099837,27682.278239035244,3552691.0939944065,6784938.130326706,100330.24529138922,10890786.884669986,78417.56583384353,787688.2784985201,21145.207594820993,0.0,25770837.945575424,0.0,117127.82375049469,1902.2208532565062,2995.660059629372,26541.7472318696,5773549.330001767,0.0,526280.0485684247,522514.2224098341,1346523.8324167172,14129.383125225513,553794.9347682097,258123.19915802323,377001.54078175424,5558619.839092619,13694177.38823825,0.0,0.0
2016-12-31,1287.5270188946392,1539690.7053407119,20432.079099302213,3773806.222230258,1275364.0969607185,2536157.640053109,187844.98193856285,2003448.4423012421,42863143.11857706,929605.7987412969,26966.505939112474,3557425.2203107565,6596939.658413182,98646.99493214684,10632077.711775597,75980.08505660928,789649.1983546641,20395.91908228546,0.0,25462253.430845086,0.0,110490.33153096236,1865.6870352256076,2893.1039806212043,24720.71679222493,5760601.43887181,0.0,528104.9620986322,530898.5122217066,1273643.7808754176,13736.239887420781,546553.9498705701,252971.86580540347,377601.5733806006,5391869.186197661,13335316.86215286,0.0,0.0
2017-12-31,1366.3325952490547,1606391.408624424,22118.760641278324,3720811.4377267,1302555.2427460814,2646674.8018451943,185673.43117362107,2045419.2387437595,42119051.14291943,886244.3018911709,26733.729279740342,3661416.4109641323,6973128.566777392,101384.7003900527,10906153.984775897,82256.75117947102,825770.2275011701,19356.526454555507,0.0,26928341.2354384,0.0,108847.59769011618,1933.4855776335673,2832.054580340495,26544.02797043842,5956631.510496207,0.0,508661.9667608445,526281.6107681252,1220893.1627891748,14851.313774637947,566314.6830873796,267692.567707506,374243.0231784108,5812459.047010307,13699741.232234806,0.0,0.0
2018-12-31,1272.0802488072472,1589280.8761164437,20640.439783021495,4098976.0717538204,1264980.2450408197,2609132.790623652,181720.73076008598,2156142.6260149144,46950036.143703245,980687.7904068691,29247.117314733914,3485272.30766571,6485722.376430077,115129.32773758347,10881391.135502845,76551.449149971,792085.6079747974,20181.27667006553,0.0,24815833.36169298,0.0,123784.86908612194,2123.495236397721,3175.509770727756,24770.223359040072,5660284.893317742,0.0,566226.3705311267,567570.2864008428,1388968.3750399777,13523.107083418201,558705.6424229554,258010.58535220436,422888.0136682547,5453560.222134193,13698457.539715834,0.0,0.0
2019-12-31,1327.8755725976253,1577931.9622791202,21372.188512522174,3922623.359886686,1297770.5138102095,2635411.160302605,180532.45799212204,2105144.5387655618,44765340.40330077,944583.4478389451,28492.20280579663,3582808.035626761,6850776.106357849,106784.27803312916,11110517.325090611,78657.64812308918,808032.8373092869,20282.81989860086,0.0,25948222.96824084,0.0,119900.55088775433,1994.9740799917272,3044.3024840984726,25689.97430989735,5877998.024321035,0.0,535980.9176583126,536057.3543319327,1340778.705358765,14132.399565347796,568440.0662789338,264900.68600574543,392356.31849982165,5518340.34484315,13569502.665282935,0.0,0.0
2020-12-31,1345.1008585813822,1609003.2894727292,21890.301158369166,3976220.9702986665,1305482.2102700938,2654201.0845992663,183151.6857839288,2081659.670695961,44629964.35489821,960497.756728086,27889.72741074586,3618818.182668057,6563497.954275126,111707.1424106843,10885184.934666505,80834.85457174366,799418.208638278,20547.744411167103,0.0,26324654.028178725,0.0,116351.48733670106,2016.3318726098032,2943.3565020466076,26242.15891800304,5963459.460108208,0.0,536027.4065644115,554320.7192325381,1311123.4069159587,13510.236626391234,566225.9376231176,265909.4979960971,402484.1112515504,5738509.398223374,13514726.082919491,0.0,0.0
2021-12-31,1327.3113210491947,1639801.2270867818,21586.88344213526,3741782.2721611587,1268008.7632258886,2660247.5539828767,187667.46874085857,2089194.3650147761,42435816.43936473,930567.006994594,27494.653782718866,3571796.6392106996,6647512.262519788,107224.67646643953,10781123.034984348,80771.28473974837,820680.0720839673,20540.26944360136,0.0,25948027.933640216,0.0,117170.20620535722,1902.1344723929085,2982.7230822610577,25797.061247029953,5835141.845057155,0.0,514008.50246155175,545294.3457894804,1301152.658541834,14098.367785294851,560559.4788706816,265682.9050419017,390217.11492432776,5794502.251540107,13826128.542383844,0.0,0.0
2022-12-31,82.28289007653079,78083.92074765469,1209.26873535718,110250.63886234029,74166.81351550945,154067.58329229397,10447.81437924848,65017.09488709552,1131579.4155845342,22657.83367349671,451.97862783325905,217234.66114841247,451270.32232776115,1029.9183325940107,517488.15105218586,4282.5308362408305,39193.404762929786,696.822259092007,0.0,1581237.3951431052,0.0,2586.676056843318,54.61916215834202,55.551936090056564,1504.7240810345902,366718.2971792347,0.0,13868.372063042056,6749.7960009549015,32844.86961429412,944.5113624921703,28132.380432315505,13355.124592237684,6391.5514556208445,316098.11375446455,580171.0645663668,0.0,0.0
